name,orbital_period,mass,radius,star_temperature,density
WASP-118 b,4.0460435,163.3492,16.140816,6410.0,0.233
WASP-119 b,2.49979,390.894,15.692459999999999,5650.0,0.7
WASP-12 b,1.0914203,467.166,21.29691,6360.0,0.266
WASP-120 b,3.6112706,1541.33,16.5107097,6450.0,2.0
WASP-121 b,1.2749255,375.9574,20.9045985,6459.0,0.243
WASP-123 b,2.9776412,285.7022,14.7733302,5740.0,0.521
WASP-124 b,3.37265,190.68,13.899036,6050.0,0.43
WASP-126 b,3.2888,88.98400000000001,10.760544,5800.0,0.41
WASP-127 b,4.178062,57.204,15.356193000000001,5620.0,0.09
WASP-129 b,5.748145,317.8,10.424277,5900.0,1.6
WASP-13 b,4.353011,151.5906,15.5691621,5826.0,0.222
WASP-130 b,11.55098,390.894,9.975921,5625.0,2.34
WASP-131 b,5.322023,85.80600000000001,13.674858,6030.0,0.2
WASP-132 b,7.133521,130.298,9.751743,4775.0,0.84
WASP-133 b,2.176423,368.64799999999997,13.562769,5700.0,0.88
WASP-135 b,1.4013794,603.82,14.57157,5675.0,1.16
WASP-136 b,5.215357,479.87800000000004,15.468281999999999,6260.0,0.773
WASP-138 b,3.634433,387.716,12.217701,6272.0,1.2
WASP-139 b,5.924262,37.1826,8.96712,5310.0,0.31
WASP-14 b,2.243752,2332.9698000000003,14.358600899999999,6475.0,4.656
WASP-140 b,2.2359835,775.432,16.140816,5260.0,1.1
WASP-141 b,3.310651,854.8820000000001,13.562769,5900.0,1.98
WASP-142 b,2.052868,266.952,17.149617,6010.0,0.31
WASP-15 b,3.7520656,172.2476,16.0063092,6300.0,0.247
WASP-157 b,3.9516205,182.41719999999998,11.9374785,5838.0,0.64
WASP-16 b,3.1186009,271.719,11.2985712,5700.0,1.104
WASP-17 b,3.735438,154.45080000000002,22.316919900000002,6650.0,0.0817
WASP-18 b,0.94145299,3314.654,13.0583685,6400.0,8.78
WASP-19 b,0.78883899,339.7282,15.602788799999999,5568.0,0.492
WASP-2 b,2.152226,290.78700000000003,12.0047319,5200.0,0.92
WASP-20 b,4.8996284,98.8358,16.3874118,5940.0,0.132
WASP-21 b,4.322482,95.34,11.993523,5800.0,0.32
WASP-22 b,3.53273064,196.0826,13.4394711,6153.0,0.444
WASP-23 b,2.9444256,280.9352,10.782961799999999,5150.0,
WASP-24 b,2.34121242,340.36379999999997,14.57157,6075.0,0.648
WASP-25 b,3.764825,184.32399999999998,13.674858,5703.0,0.422
WASP-26 b,2.7566004,326.6984,14.358600899999999,5939.0,0.649
WASP-28 b,3.40883,288.2446,13.5963957,6150.0,0.676
WASP-29 b,3.922727,77.5432,8.8774488,4800.0,0.65
WASP-3 b,1.8468355,629.244,15.692459999999999,6400.0,0.95
WASP-31 b,3.4059096,151.9084,17.362586099999998,6302.0,0.172
WASP-32 b,2.718659,1144.0800000000002,13.226502,6100.0,2.926
WASP-33 b,1.2198669,1302.98,16.7797233,7430.0,
WASP-34 b,4.3176782,187.502,13.674858,5700.0,0.45
WASP-35 b,3.161575,228.816,14.795748,5990.0,0.426
WASP-36 b,1.53736596,750.3258000000001,14.8742103,5959.0,1.26
WASP-37 b,3.577469,572.0400000000001,13.002324,5800.0,1.53
WASP-38 b,6.871815,855.1998,12.2625366,6150.0,2.74
WASP-39 b,4.055259,88.98400000000001,14.235303,5400.0,0.186
WASP-4 b,1.33823251,386.4448,14.907837,5436.0,
WASP-41 b,3.052404,298.73199999999997,13.226502,5545.0,0.74
WASP-42 b,4.9816819,167.4806,12.5763858,5315.0,0.464
WASP-43 b,0.813475,565.6840000000001,10.424277,4400.0,2.939
WASP-44 b,2.4238039,282.5242,12.778146,5410.0,0.811
WASP-45 b,3.126096,318.4356,11.1192288,5100.0,1.275
WASP-46 b,1.43036763,606.998,13.1592486,5600.0,1.467
WASP-47 b,4.16071,384.538,12.890234999999999,5576.0,0.98
WASP-47 d,9.095,16.798908,3.7101459,5576.0,1.8
WASP-47 e,0.789636,9.098614,1.8158418,5576.0,8.5
WASP-48 b,2.14363544,288.2446,15.647624399999998,6000.0,0.415
WASP-49 b,2.7817387,120.1284,12.4979235,5600.0,0.363
WASP-5 b,1.6284279,502.124,12.184074299999999,5700.0,1.64
WASP-50 b,1.9550959,466.5304,12.9238617,5400.0,1.274
WASP-52 b,1.7497798,146.18800000000002,14.235303,5000.0,0.29
WASP-53 b,3.3098443,677.5496,12.0383586,4953.0,2.28
WASP-54 b,3.6936411,202.1208,18.5283117,6100.0,0.188
WASP-55 b,4.4656291,199.2606,14.9638815,6070.0,0.329
WASP-56 b,4.617101,181.4638,12.240118800000001,5600.0,0.583
WASP-57 b,2.83891856,204.66320000000002,11.769345,5600.0,0.693
WASP-58 b,5.01718,282.84200000000004,15.356193000000001,5800.0,0.45
WASP-59 b,7.919585,274.2614,8.6868975,4650.0,2.4
WASP-6 b,3.36100208,154.133,13.786947,5375.0,0.325
WASP-60 b,4.3050011,163.3492,9.639654,5900.0,1.1
WASP-61 b,3.8559,654.668,13.899036,6320.0,1.423
WASP-62 b,4.411953,181.146,15.580371,6280.0,0.279
WASP-63 b,4.37809,120.76400000000001,16.028727,5570.0,0.173
WASP-64 b,1.5732918,403.92379999999997,14.246511899999998,5400.0,0.823
WASP-65 b,2.3114243,492.59000000000003,12.464296800000001,5600.0,1.5
WASP-66 b,4.086052,737.2959999999999,15.580371,6580.0,1.144
WASP-67 b,4.61442,133.476,15.692459999999999,5240.0,0.213
WASP-68 b,5.084298,301.91,13.899036,5911.0,0.665
WASP-69 b,3.8681382,82.628,11.8478073,4715.0,0.291
WASP-7 b,4.954658,305.088,14.907837,6400.0,0.545
WASP-70 A b,3.7130203,187.502,13.047159599999999,5763.0,0.499
WASP-71 b,2.9036747,712.5076,16.364994,6059.0,0.94
WASP-72 b,2.2167421,491.35058000000004,14.235303,6250.0,0.96
WASP-73 b,4.08722,597.4639999999999,13.002324,6036.0,1.596
WASP-74 b,2.13775,301.91,17.485884,5970.0,0.33
WASP-75 b,2.484193,340.04600000000005,14.235303,6100.0,0.69
WASP-76 b,1.809886,292.37600000000003,20.512287,6250.0,0.201
WASP-77 A b,1.3600309,559.328,13.562769,5500.0,1.33
WASP-78 b,2.17517632,282.84200000000004,19.05513,6100.0,0.2394
WASP-79 b,3.6623866,286.02000000000004,23.426600999999998,6600.0,0.13
WASP-8 b,8.158715,713.1432000000001,11.6348382,5600.0,
WASP-80 b,3.06785234,170.9764,11.1976911,4143.0,0.717
WASP-81 b,2.7164762,231.6762,16.0175181,5870.0,0.332
WASP-82 b,2.705782,394.072,18.718863,6490.0,0.354
WASP-83 b,4.971252,95.34,11.657256,5510.0,0.35
WASP-84 b,8.5234865,220.5532,10.558783799999999,5314.0,1.104
WASP-85 A b,2.6556777,402.017,13.899036,6112.0,0.88
WASP-88 b,4.954,177.96800000000002,19.05513,6431.0,0.146
WASP-89 b,3.3564227,1875.0200000000002,11.657256,5130.0,7.0
WASP-90 b,3.916243,200.214,18.270507,6430.0,0.193
WASP-92 b,2.1746742,255.82900000000004,16.3762029,6280.0,0.346
WASP-93 b,2.7325321,467.166,17.9006133,6700.0,0.479
WASP-94 A b,3.9501907,143.6456,19.279308,6153.0,0.118
WASP-95 b,2.184673,359.114,13.562769,5630.0,1.13
WASP-96 b,3.4252602,152.544,13.45068,5540.0,0.37
WASP-97 b,2.07276,419.49600000000004,12.666056999999999,5640.0,1.21
WASP-98 b,2.96264036,293.01160000000004,12.822981599999999,5473.0,0.764
WASP-99 b,5.75251,883.4839999999999,12.329790000000001,6180.0,2.79
WTS-1 b,3.352057,1274.378,16.701261,6250.0,1.61
WTS-2 b,1.0187068,355.93600000000004,15.2777307,5000.0,0.54
XO-1 b,3.94150685,292.37600000000003,13.562769,5750.0,0.64
XO-2 N b,2.61585922,189.7266,11.421869099999999,5332.0,0.7
XO-3 b,3.1915239,3746.862,13.641231300000001,6429.0,8.1
XO-4 b,4.1250828,565.6840000000001,14.907837,5700.0,
XO-5 b,4.1877558,378.182,12.778146,5430.0,1.06
XO-6 b,3.7650007,1398.3200000000002,23.202423,6720.0,0.62
